ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),State,cites/town,ICSEA Ratio
43417,St Patrick's Catholic Primary School,Kogarah,2217,Primary,Major Cities,-33.9684,151.135,95,Catholic,School Single Entity,Catholic Schools NSW,1107.0,5.0,15.0,33.0,47.0,22.0,19.0,12.0,5.9,407.0,208.0,199.0,407.0,0.0,79.0,NSW,Wollongong City Council,Average
43462,St Patrick's Catholic Primary School,Summer Hill,2130,Primary,Major Cities,-33.8937,151.133,95,Catholic,School Single Entity,Catholic Schools NSW,1135.0,2.0,10.0,28.0,60.0,14.0,10.0,5.0,2.3,178.0,94.0,84.0,178.0,1.0,40.0,NSW,Sydney,Average
43463,St Patrick's Catholic Primary School,Sutherland,2232,Primary,Major Cities,-34.0334,151.062,98,Catholic,School Single Entity,Catholic Schools NSW,1105.0,3.0,16.0,36.0,45.0,29.0,22.7,15.0,6.6,473.0,267.0,206.0,473.0,1.0,11.0,NSW,Sydney,Average
43130,St Patrick's Primary School,Bega,2550,Primary,Outer Regional,-36.6793,149.843,76,Catholic,School Single Entity,Catholic Schools NSW,978.0,35.0,36.0,23.0,6.0,21.0,15.0,10.0,4.2,198.0,83.0,115.0,198.0,6.0,2.0,NSW,Sydney,Higher 
43187,St Patrick's Primary School,Parramatta,2150,Primary,Major Cities,-33.8073,151.004,91,Catholic,School Single Entity,Catholic Schools NSW,1095.0,5.0,19.0,35.0,41.0,26.0,22.1,9.0,4.6,417.0,203.0,214.0,417.0,1.0,67.0,NSW,Bega,Average
43158,St Patrick's Primary School,Blacktown,2148,Primary,Major Cities,-33.7746,150.899,74,Catholic,School Single Entity,Catholic Schools NSW,1023.0,24.0,26.0,33.0,17.0,26.0,21.8,7.0,5.4,296.0,142.0,154.0,296.0,2.0,74.0,NSW,Sydney,Average
43173,St Patrick's Primary School,Guildford,2161,Primary,Major Cities,-33.8534,150.978,75,Catholic,School Single Entity,Catholic Schools NSW,1013.0,29.0,32.0,28.0,12.0,34.0,29.8,15.0,10.1,439.0,218.0,221.0,439.0,1.0,83.0,NSW,Sydney,Average
43289,St Patrick's Primary School,Cessnock,2325,Primary,Inner Regional,-32.8355,151.351,82,Catholic,School Single Entity,Catholic Schools NSW,986.0,31.0,34.0,25.0,9.0,26.0,19.9,14.0,8.1,362.0,180.0,182.0,362.0,12.0,8.0,NSW,Sydney,Higher 
43315,St Patrick's Primary School,Wallsend,2287,Primary,Major Cities,-32.9001,151.664,89,Catholic,School Single Entity,Catholic Schools NSW,1060.0,10.0,24.0,35.0,31.0,23.0,18.3,9.0,4.9,273.0,131.0,142.0,273.0,8.0,33.0,NSW,Cessnock,Average
43300,St Patrick's Primary School,Swansea,2281,Primary,Major Cities,-33.0971,151.643,83,Catholic,School Single Entity,Catholic Schools NSW,1065.0,10.0,25.0,32.0,33.0,15.0,11.1,6.0,2.4,154.0,82.0,72.0,154.0,4.0,3.0,NSW,Newcastle-Maitland,Average
43300,St Patrick's Primary School,Swansea,2281,Primary,Major Cities,-33.0971,151.643,89,Catholic,School Single Entity,Catholic Schools NSW,1065.0,10.0,25.0,32.0,33.0,15.0,11.1,6.0,2.4,154.0,82.0,72.0,154.0,4.0,3.0,NSW,Swansea,Average
43309,St Patrick's Primary School,Lochinvar,2321,Primary,Inner Regional,-32.69964,151.457,84,Catholic,School Single Entity,Catholic Schools NSW,1018.0,19.0,34.0,30.0,17.0,34.0,25.3,20.0,9.1,500.0,247.0,253.0,500.0,9.0,5.0,NSW,Swansea,Average
43396,St Paul of the Cross Catholic Primary School,Dulwich Hill,2203,Primary,Major Cities,-33.9052,151.135,90,Catholic,School Single Entity,Catholic Schools NSW,1094.0,5.0,17.0,37.0,40.0,22.0,15.7,7.0,4.3,230.0,121.0,109.0,230.0,0.0,84.0,NSW,Newcastle-Maitland,Average
43203,St Paul the Apostle Primary School,Winston Hills,2153,Primary,Major Cities,-33.7777,150.974,89,Catholic,School Single Entity,Catholic Schools NSW,1096.0,7.0,17.0,32.0,44.0,25.0,21.3,11.0,5.8,401.0,201.0,200.0,401.0,1.0,31.0,NSW,Sydney,Average
43331,St Paul's Catholic Primary School,Albion Park,2527,Primary,Major Cities,-34.5723,150.765,90,Catholic,School Single Entity,Catholic Schools NSW,1047.0,15.0,30.0,33.0,22.0,25.0,19.8,13.0,6.8,361.0,175.0,186.0,361.0,4.0,16.0,NSW,Sydney,Average
43331,St Paul's Catholic Primary School,Albion Park,2527,Primary,Major Cities,-34.5723,150.765,79,Catholic,School Single Entity,Catholic Schools NSW,1047.0,15.0,30.0,33.0,22.0,25.0,19.8,13.0,6.8,361.0,175.0,186.0,361.0,4.0,16.0,NSW,Albion Park,Average
43334,St Paul's Catholic Primary School,Camden,2570,Primary,Major Cities,-34.0531,150.696,89,Catholic,School Single Entity,Catholic Schools NSW,1055.0,12.0,29.0,35.0,24.0,39.0,32.9,15.0,8.4,608.0,322.0,286.0,608.0,2.0,7.0,NSW,Albion Park,Average
43334,St Paul's Catholic Primary School,Camden,2570,Primary,Major Cities,-34.0531,150.696,79,Catholic,School Single Entity,Catholic Schools NSW,1055.0,12.0,29.0,35.0,24.0,39.0,32.9,15.0,8.4,608.0,322.0,286.0,608.0,2.0,7.0,NSW,Sydney,Average
43346,St Paul's Catholic Primary School,Moss Vale,2577,Primary,Inner Regional,-34.5458,150.371,79,Catholic,School Single Entity,Catholic Schools NSW,1029.0,18.0,34.0,32.0,16.0,12.0,10.5,8.0,5.3,152.0,79.0,73.0,152.0,5.0,10.0,NSW,Sydney,Average
43314,St Paul's Primary School,Rutherford,2320,Primary,Major Cities,-32.721,151.53,83,Catholic,School Single Entity,Catholic Schools NSW,1005.0,23.0,40.0,25.0,11.0,26.0,20.4,18.0,9.4,391.0,183.0,208.0,391.0,8.0,8.0,NSW,Moss Vale,Average
43292,St Paul's Primary School,Gateshead,2290,Primary,Major Cities,-32.9794,151.694,87,Catholic,School Single Entity,Catholic Schools NSW,1056.0,14.0,24.0,31.0,32.0,22.0,16.4,10.0,4.9,285.0,136.0,149.0,285.0,7.0,6.0,NSW,Newcastle-Maitland,Average
43449,St Peter Chanel Catholic Primary School,Regents Park,2143,Primary,Major Cities,-33.8792,151.027,88,Catholic,School Single Entity,Catholic Schools NSW,1036.0,18.0,29.0,32.0,21.0,24.0,20.3,8.0,4.6,378.0,177.0,201.0,378.0,2.0,74.0,NSW,Newcastle-Maitland,Average
43283,St Peter's Primary School,Stockton,2295,Primary,Major Cities,-32.9153,151.783,87,Catholic,School Single Entity,Catholic Schools NSW,1063.0,9.0,27.0,38.0,26.0,13.0,9.9,6.0,2.7,171.0,80.0,91.0,171.0,3.0,6.0,NSW,Sydney,Average
42766,Windang Public School,Windang,2528,Primary,Major Cities,-34.5315,150.866,80,Government,School Single Entity,Department of Education NSW,960.0,41.0,37.0,15.0,7.0,6.0,10.1,3.0,1.9,160.0,77.0,83.0,160.0,13.0,2.0,NSW,Newcastle-Maitland,Higher 
43251,St Philip Neri Catholic Primary School,Northbridge,2063,Primary,Major Cities,-33.8123,151.214,98,Catholic,School Single Entity,Catholic Schools NSW,1193.0,0.0,2.0,13.0,85.0,15.0,9.9,3.0,1.5,147.0,76.0,71.0,147.0,0.0,23.0,NSW,Wollongong City Council,Average
43401,St Pius' Catholic Primary School,Enmore,2042,Primary,Major Cities,-33.9074,151.174,87,Catholic,School Single Entity,Catholic Schools NSW,1102.0,4.0,12.0,32.0,52.0,14.0,10.6,5.0,2.1,139.0,72.0,67.0,139.0,6.0,37.0,NSW,Sydney,Average
43355,St Pius X Catholic Primary School,Unanderra,2526,Primary,Major Cities,-34.452,150.841,88,Catholic,School Single Entity,Catholic Schools NSW,1060.0,12.0,30.0,34.0,25.0,22.0,17.8,10.0,5.8,287.0,134.0,153.0,287.0,1.0,2.0,NSW,Sydney,Average
43284,St Pius X Primary School,Windale,2306,Primary,Major Cities,-32.9928,151.684,70,Catholic,School Single Entity,Catholic Schools NSW,862.0,73.0,21.0,6.0,0.0,10.0,6.9,5.0,2.6,58.0,28.0,30.0,58.0,34.0,9.0,NSW,Wollongong City Council,Higher 
43458,St Raphael's Catholic Primary School,South Hurstville,2221,Primary,Major Cities,-33.9752,151.111,98,Catholic,School Single Entity,Catholic Schools NSW,1129.0,2.0,12.0,31.0,55.0,19.0,12.8,6.0,2.7,221.0,119.0,102.0,221.0,0.0,76.0,NSW,Newcastle-Maitland,Average
43236,St Rose Catholic Primary School,Collaroy Plateau,2097,Primary,Major Cities,-33.7269,151.286,95,Catholic,School Single Entity,Catholic Schools NSW,1113.0,2.0,13.0,36.0,49.0,15.0,11.4,4.0,2.3,205.0,96.0,109.0,205.0,0.0,30.0,NSW,Sydney,Average
43443,St Therese Catholic Primary School,Padstow,2211,Primary,Major Cities,-33.9625,151.032,92,Catholic,School Single Entity,Catholic Schools NSW,1086.0,7.0,23.0,34.0,36.0,15.0,11.6,10.0,4.2,212.0,114.0,98.0,212.0,0.0,53.0,NSW,Sydney,Average
43430,St Therese Catholic Primary School,Mascot,2020,Primary,Major Cities,-33.9258,151.201,94,Catholic,School Single Entity,Catholic Schools NSW,1074.0,8.0,22.0,39.0,31.0,35.0,27.9,17.0,10.4,609.0,306.0,303.0,609.0,2.0,69.0,NSW,Sydney,Average
43282,St Therese's Primary School,New Lambton,2305,Primary,Major Cities,-32.9256,151.716,89,Catholic,School Single Entity,Catholic Schools NSW,1097.0,6.0,18.0,32.0,44.0,37.0,29.7,19.0,10.9,618.0,288.0,330.0,618.0,2.0,11.0,NSW,Sydney,Average
43332,St Thomas Aquinas Catholic Primary School,Bowral,2576,Primary,Inner Regional,-34.4768,150.421,89,Catholic,School Single Entity,Catholic Schools NSW,1092.0,8.0,20.0,32.0,40.0,24.0,21.0,7.0,4.3,361.0,167.0,194.0,361.0,0.0,4.0,NSW,Newcastle-Maitland,Average
43199,St Thomas Aquinas Primary School,Springwood,2777,Primary,Major Cities,-33.6815,150.589,88,Catholic,School Single Entity,Catholic Schools NSW,1092.0,6.0,19.0,33.0,42.0,34.0,26.2,13.0,7.1,506.0,242.0,264.0,506.0,2.0,11.0,NSW,Bowral,Average
43262,St Thomas' Catholic Primary School,Willoughby,2068,Primary,Major Cities,-33.796,151.2,95,Catholic,School Single Entity,Catholic Schools NSW,1173.0,0.0,3.0,16.0,80.0,23.0,16.7,4.0,2.7,357.0,182.0,175.0,357.0,0.0,18.0,NSW,Sydney,Average
43352,St Thomas More Catholic Primary School,Campbelltown,2560,Primary,Major Cities,-34.0812,150.825,86,Catholic,School Single Entity,Catholic Schools NSW,1032.0,18.0,33.0,32.0,16.0,23.0,21.1,12.0,6.6,353.0,189.0,164.0,353.0,5.0,15.0,NSW,Sydney,Average
42811,Stanwell Park Public School,Stanwell Park,2508,Primary,Major Cities,-34.2292,150.984,93,Government,School Single Entity,Department of Education NSW,1100.0,5.0,18.0,32.0,46.0,9.0,9.5,2.0,1.9,168.0,100.0,68.0,168.0,2.0,7.0,NSW,Sydney,Average
43353,Stella Maris Catholic Primary School,Shellharbour,2529,Primary,Major Cities,-34.5803,150.87,88,Catholic,School Single Entity,Catholic Schools NSW,1040.0,15.0,34.0,30.0,21.0,24.0,19.3,14.0,7.9,373.0,210.0,163.0,373.0,5.0,7.0,NSW,Wollongong City Council,Average
43037,Stuart Town Public School,Stuart Town,2820,Primary,Outer Regional,-32.8026,149.068,,Government,School Single Entity,Department of Education NSW,857.0,68.0,23.0,8.0,1.0,1.0,1.4,2.0,1.0,18.0,9.0,9.0,18.0,39.0,0.0,NSW,Shellharbour,Higher 
42888,Sunshine Bay Public School,Batehaven,2536,Primary,Inner Regional,-35.7407,150.21,73,Government,School Single Entity,Department of Education NSW,931.0,55.0,27.0,13.0,4.0,15.0,18.1,5.0,3.9,304.0,152.0,152.0,304.0,16.0,9.0,NSW,None,Higher 
42836,Sussex Inlet Public School,Sussex Inlet,2540,Primary,Inner Regional,-35.1673,150.584,74,Government,School Single Entity,Department of Education NSW,956.0,48.0,31.0,16.0,5.0,12.0,12.9,4.0,2.4,228.0,112.0,116.0,228.0,11.0,2.0,NSW,None,Higher 
42813,Sutton Public School,Sutton,2620,Primary,Inner Regional,-35.1656,149.255,85,Government,School Single Entity,Department of Education NSW,1090.0,6.0,20.0,32.0,42.0,12.0,14.6,3.0,2.5,250.0,123.0,127.0,250.0,2.0,7.0,NSW,Sussex Inlet,Average
42812,Warrawong Public School,Warrawong,2502,Primary,Major Cities,-34.4814,150.878,69,Government,School Single Entity,Department of Education NSW,866.0,75.0,17.0,7.0,1.0,19.0,20.8,8.0,6.5,287.0,132.0,155.0,287.0,19.0,38.0,NSW,None,Higher 
42815,Tallong Public School,Tallong,2579,Primary,Inner Regional,-34.7212,150.083,73,Government,School Single Entity,Department of Education NSW,964.0,53.0,33.0,12.0,2.0,3.0,3.8,3.0,1.4,64.0,20.0,44.0,64.0,0.0,3.0,NSW,Wollongong City Council,Higher 
42816,Tanja Public School,Tanja,2550,Primary,Outer Regional,-36.6403,149.975,,Government,School Single Entity,Department of Education NSW,1090.0,10.0,16.0,26.0,48.0,1.0,1.3,3.0,1.2,11.0,0.0,11.0,11.0,0.0,0.0,NSW,Tallong,Average
42817,Tarago Public School,Tarago,2580,Primary,Inner Regional,-35.0677,149.655,,Government,School Single Entity,Department of Education NSW,1033.0,19.0,45.0,19.0,17.0,2.0,2.6,1.0,0.9,31.0,15.0,16.0,31.0,0.0,3.0,NSW,None,Average
42818,Taralga Public School,Taralga,2580,Primary,Inner Regional,-34.398,149.821,,Government,School Single Entity,Department of Education NSW,978.0,38.0,40.0,16.0,7.0,2.0,2.6,2.0,0.9,27.0,13.0,14.0,27.0,7.0,0.0,NSW,Tarago,Higher 
42819,Tathra Public School,Tathra,2550,Primary,Outer Regional,-36.7331,149.979,77,Government,School Single Entity,Department of Education NSW,1028.0,22.0,31.0,27.0,20.0,9.0,12.7,3.0,2.3,206.0,95.0,111.0,206.0,2.0,7.0,NSW,Taralga,Average
42820,Terara Public School,Terara,2540,Primary,Inner Regional,-34.8666,150.63,82,Government,School Single Entity,Department of Education NSW,1001.0,25.0,40.0,23.0,11.0,4.0,5.1,1.0,1.4,94.0,49.0,45.0,94.0,6.0,7.0,NSW,Tathra,Average
42821,Thirroul Public School,Thirroul,2515,Primary,Major Cities,-34.3152,150.919,88,Government,School Single Entity,Department of Education NSW,1090.0,9.0,19.0,30.0,42.0,22.0,24.9,4.0,3.8,489.0,227.0,262.0,489.0,2.0,13.0,NSW,None,Average
42823,Tirranna Public School,Goulburn,2580,Primary,Inner Regional,-34.8215,149.682,,Government,School Single Entity,Department of Education NSW,907.0,63.0,21.0,12.0,4.0,1.0,1.3,2.0,0.9,20.0,12.0,8.0,20.0,25.0,15.0,NSW,Wollongong City Council,Higher 
42824,Tomerong Public School,Tomerong,2540,Primary,Inner Regional,-35.055,150.587,73,Government,School Single Entity,Department of Education NSW,980.0,35.0,36.0,21.0,8.0,7.0,10.0,3.0,1.9,160.0,72.0,88.0,160.0,9.0,6.0,NSW,None,Higher 
42825,Towamba Public School,Towamba,2550,Primary,Outer Regional,-37.0842,149.695,,Government,School Single Entity,Department of Education NSW,897.0,59.0,31.0,9.0,1.0,1.0,1.7,3.0,1.1,21.0,7.0,14.0,21.0,19.0,0.0,NSW,Tomerong,Higher 
42826,Ulladulla Public School,Ulladulla,2539,Primary,Inner Regional,-35.3552,150.469,82,Government,School Single Entity,Department of Education NSW,969.0,40.0,33.0,19.0,8.0,40.0,42.4,10.0,9.5,739.0,349.0,390.0,739.0,12.0,6.0,NSW,None,Higher 
42827,Unanderra Public School,Cordeaux Heights,2526,Primary,Major Cities,-34.4455,150.835,81,Government,School Single Entity,Department of Education NSW,986.0,35.0,31.0,23.0,11.0,21.0,21.3,7.0,3.2,369.0,180.0,189.0,369.0,9.0,23.0,NSW,Ulladulla,Higher 
42828,Wee Jasper Public School,Wee Jasper,2582,Primary,Inner Regional,-35.1088,148.674,,Government,School Single Entity,Department of Education NSW,,,,,,1.0,1.4,2.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,NSW,Wollongong City Council,Higher 
42829,Windellama Public School,Goulburn,2580,Primary,Outer Regional,-35.01,149.834,,Government,School Single Entity,Department of Education NSW,949.0,56.0,33.0,10.0,1.0,2.0,2.5,2.0,0.9,34.0,16.0,18.0,34.0,3.0,0.0,NSW,None,Higher 
42830,Wingello Public School,Wingello,2579,Primary,Inner Regional,-34.6882,150.153,,Government,School Single Entity,Department of Education NSW,965.0,59.0,21.0,9.0,11.0,2.0,1.5,1.0,0.7,17.0,8.0,9.0,17.0,0.0,12.0,NSW,None,Higher 
42831,Wollongong West Public School,Wollongong,2500,Primary,Major Cities,-34.4246,150.872,79,Government,School Single Entity,Department of Education NSW,990.0,36.0,21.0,25.0,18.0,15.0,13.3,5.0,1.9,181.0,93.0,88.0,181.0,6.0,44.0,NSW,None,Higher 
42832,Wolumla Public School,Wolumla,2550,Primary,Outer Regional,-36.8327,149.812,79,Government,School Single Entity,Department of Education NSW,983.0,33.0,34.0,26.0,7.0,4.0,5.9,4.0,1.4,89.0,48.0,41.0,89.0,7.0,8.0,NSW,Wollongong City Council,Higher 
42833,Woonona Public School,Woonona,2517,Primary,Major Cities,-34.3456,150.907,89,Government,School Single Entity,Department of Education NSW,1060.0,13.0,26.0,31.0,30.0,25.0,31.7,5.0,4.1,594.0,294.0,300.0,594.0,4.0,9.0,NSW,None,Average
42834,Wyndham Public School,Wyndham,2550,Primary,Outer Regional,-36.9296,149.647,,Government,School Single Entity,Department of Education NSW,944.0,54.0,34.0,11.0,1.0,1.0,2.6,2.0,0.9,22.0,13.0,9.0,22.0,9.0,0.0,NSW,Wollongong City Council,Higher 
42835,Yass Public School,Yass,2582,Primary,Inner Regional,-34.8376,148.907,84,Government,School Single Entity,Department of Education NSW,1016.0,24.0,26.0,30.0,20.0,14.0,17.7,5.0,2.8,323.0,152.0,171.0,323.0,10.0,4.0,NSW,None,Average
42839,Tarrawanna Public School,Tarrawanna,2518,Primary,Major Cities,-34.3808,150.89,72,Government,School Single Entity,Department of Education NSW,912.0,61.0,28.0,9.0,2.0,14.0,18.2,2.0,1.7,109.0,64.0,45.0,109.0,12.0,29.0,NSW,Yass,Higher 
42842,Towradgi Public School,Fairy Meadow,2519,Primary,Major Cities,-34.3897,150.902,79,Government,School Single Entity,Department of Education NSW,1028.0,17.0,27.0,37.0,19.0,10.0,13.3,6.0,5.4,159.0,73.0,86.0,159.0,11.0,38.0,NSW,Wollongong City Council,Average
42848,Wollongong Public School,Wollongong,2500,Primary,Major Cities,-34.4229,150.897,97,Government,School Single Entity,Department of Education NSW,1092.0,12.0,14.0,28.0,46.0,20.0,27.0,7.0,4.0,510.0,244.0,266.0,510.0,2.0,63.0,NSW,Wollongong City Council,Average
42849,Waniora Public School,Bulli,2516,Primary,Major Cities,-34.3368,150.919,86,Government,School Single Entity,Department of Education NSW,1050.0,16.0,27.0,28.0,30.0,18.0,20.8,7.0,5.9,348.0,167.0,181.0,348.0,4.0,11.0,NSW,Wollongong City Council,Average
42854,Warilla Public School,Warilla,2528,Primary,Major Cities,-34.5572,150.854,76,Government,School Single Entity,Department of Education NSW,943.0,52.0,33.0,11.0,4.0,12.0,14.4,3.0,2.5,248.0,124.0,124.0,248.0,10.0,14.0,NSW,Wollongong City Council,Higher 
42869,Woonona East Public School,Woonona,2517,Primary,Major Cities,-34.3523,150.915,85,Government,School Single Entity,Department of Education NSW,1024.0,22.0,23.0,28.0,27.0,11.0,11.1,4.0,2.0,190.0,78.0,112.0,190.0,12.0,6.0,NSW,Warilla,Average
42870,Warilla North Public School,Warilla,2528,Primary,Major Cities,-34.5466,150.853,68,Government,School Single Entity,Department of Education NSW,819.0,86.0,12.0,2.0,0.0,8.0,10.3,3.0,2.1,157.0,75.0,82.0,157.0,26.0,5.0,NSW,Wollongong City Council,Higher 
42879,Wollondilly Public School,Goulburn,2580,Primary,Inner Regional,-34.743,149.711,69,Government,School Single Entity,Department of Education NSW,957.0,48.0,26.0,19.0,8.0,21.0,27.1,8.0,5.5,332.0,155.0,177.0,332.0,8.0,8.0,NSW,Warilla,Higher 
42889,Vincentia Public School,Vincentia,2540,Primary,Inner Regional,-35.0734,150.67,80,Government,School Single Entity,Department of Education NSW,1012.0,25.0,28.0,26.0,20.0,18.0,20.3,7.0,2.9,328.0,169.0,159.0,328.0,10.0,10.0,NSW,Goulburn,Average
43038,Tibooburra Outback Public School,Tibooburra,2880,Primary,Very Remote,-29.4321,142.01,,Government,School Single Entity,Department of Education NSW,949.0,34.0,30.0,26.0,10.0,2.0,1.3,1.0,1.2,10.0,3.0,7.0,10.0,30.0,0.0,NSW,Vincentia,Higher 
42896,Tullimbar Public School,Tullimbar,2527,Primary,Major Cities,-34.5759,150.752,74,Government,School Single Entity,Department of Education NSW,1000.0,29.0,36.0,25.0,9.0,20.0,22.1,8.0,6.7,356.0,164.0,192.0,356.0,5.0,8.0,NSW,None,Average
42739,Braidwood Central School,Braidwood,2622,Combined,Inner Regional,-35.4406,149.799,73,Government,School Single Entity,Department of Education NSW,995.0,32.0,32.0,22.0,14.0,28.0,31.8,8.0,9.1,351.0,185.0,166.0,351.0,7.0,5.0,NSW,Tullimbar,Higher 
52672,Finigan School of Distance Education,Queanbeyan,2620,Combined,Major Cities,-35.35164,149.22263,97,Government,School Single Entity,Department of Education NSW,1031.0,25.0,25.0,25.0,25.0,80.0,97.8,13.0,18.0,366.0,199.0,167.0,356.1,6.0,15.0,NSW,Braidwood,Average
43144,Trinity Catholic Primary School,Murrumburrah,2587,Primary,Inner Regional,-34.5455,148.348,82,Catholic,School Single Entity,Catholic Schools NSW,980.0,29.0,34.0,31.0,6.0,8.0,6.8,5.0,2.3,64.0,40.0,24.0,64.0,11.0,0.0,NSW,Queanbeyan,Higher 
42162,Bulahdelah Central School,Bulahdelah,2423,Combined,Inner Regional,-32.4134,152.212,73,Government,School Single Entity,Department of Education NSW,919.0,58.0,26.0,12.0,3.0,34.0,38.4,17.0,8.9,424.0,205.0,219.0,423.8,16.0,4.0,NSW,Harden,Higher 
43043,Trunkey Public School,Trunkey Creek,2795,Primary,Outer Regional,-33.8165,149.326,,Government,School Single Entity,Department of Education NSW,1033.0,22.0,29.0,26.0,23.0,2.0,1.3,2.0,0.9,14.0,7.0,7.0,14.0,7.0,0.0,NSW,Bulahdelah,Average
42212,Evans River Community School,Evans Head,2473,Combined,Inner Regional,-29.1135,153.425,78,Government,School Single Entity,Department of Education NSW,943.0,48.0,28.0,16.0,7.0,41.0,47.1,16.0,12.7,498.0,259.0,239.0,498.0,17.0,4.0,NSW,None,Higher 
42944,Bedgerabong Public School,Bedgerabong,2871,Primary,Outer Regional,-33.3614,147.679,77,Government,School Single Entity,Department of Education NSW,931.0,51.0,37.0,9.0,3.0,2.0,2.7,4.0,0.9,36.0,21.0,15.0,36.0,8.0,8.0,NSW,None,Higher 
43045,Ulan Public School,Ulan,2850,Primary,Outer Regional,-32.2821,149.743,,Government,School Single Entity,Department of Education NSW,855.0,81.0,19.0,0.0,0.0,1.0,1.4,2.0,0.9,16.0,11.0,5.0,16.0,19.0,0.0,NSW,Forbes,Higher 
43413,Villa Maria Catholic Primary School,Hunters Hill,2110,Primary,Major Cities,-33.8301,151.14,97,Catholic,School Single Entity,Catholic Schools NSW,1174.0,0.0,4.0,19.0,77.0,27.0,19.2,16.0,5.2,401.0,211.0,190.0,401.0,1.0,30.0,NSW,None,Average
42979,Eumungerie Public School,Eumungerie,2822,Primary,Outer Regional,-31.9512,148.621,,Government,School Single Entity,Department of Education NSW,892.0,75.0,25.0,0.0,0.0,2.0,1.4,2.0,1.0,8.0,4.0,4.0,8.0,13.0,0.0,NSW,Sydney,Higher 
42982,Geurie Public School,Geurie,2818,Primary,Outer Regional,-32.3961,148.829,,Government,School Single Entity,Department of Education NSW,906.0,54.0,28.0,13.0,6.0,3.0,2.6,2.0,0.9,32.0,10.0,22.0,32.0,25.0,0.0,NSW,None,Higher 
43012,Molong Central School,Molong,2866,Combined,Inner Regional,-33.098,148.864,80,Government,School Single Entity,Department of Education NSW,964.0,41.0,30.0,17.0,12.0,37.0,40.5,10.0,7.8,511.0,270.0,241.0,511.0,14.0,4.0,NSW,None,Higher 
43046,Walgett Community College - Primary School,Walgett,2832,Primary,Remote,-30.0203,148.116,67,Government,School Single Entity,Department of Education NSW,665.0,95.0,4.0,1.0,0.0,12.0,13.9,7.0,6.3,156.0,82.0,74.0,156.0,96.0,6.0,NSW,Molong,Lower
43047,Wallerawang Public School,Wallerawang,2845,Primary,Inner Regional,-33.4187,150.071,71,Government,School Single Entity,Department of Education NSW,923.0,54.0,30.0,13.0,3.0,15.0,17.7,4.0,2.6,295.0,149.0,146.0,295.0,19.0,5.0,NSW,Walgett,Higher 
43048,Wanaaring Public School,Wanaaring,2840,Primary,Very Remote,-29.7056,144.145,,Government,School Single Entity,Department of Education NSW,771.0,86.0,2.0,8.0,4.0,1.0,1.4,1.0,0.9,10.0,7.0,3.0,10.0,70.0,0.0,NSW,Wallerawang,Lower
52670,Southern Cross School of Distance Education,East Ballina,2478,Combined,Inner Regional,-28.8508,153.586,,Government,School Single Entity,,909.0,52.0,26.0,16.0,6.0,105.0,134.7,16.0,20.7,641.0,327.0,314.0,597.8,31.0,3.0,NSW,None,Higher 
43050,Wattle Flat Public School,Wattle Flat,2795,Primary,Inner Regional,-33.1415,149.693,,Government,School Single Entity,Department of Education NSW,880.0,69.0,19.0,11.0,1.0,1.0,2.6,1.0,0.9,22.0,10.0,12.0,22.0,18.0,0.0,NSW,East Ballina,Higher 
43079,Weilmoringle Public School,Weilmoringle,2839,Primary,Very Remote,-29.2388,146.918,,Government,School Single Entity,Department of Education NSW,644.0,97.0,3.0,0.0,0.0,1.0,1.5,3.0,1.7,13.0,7.0,6.0,13.0,100.0,100.0,NSW,None,Lower
43051,Wellington Public School,Wellington,2820,Primary,Outer Regional,-32.5569,148.943,69,Government,School Single Entity,Department of Education NSW,810.0,71.0,19.0,8.0,2.0,33.0,35.6,11.0,12.0,478.0,228.0,250.0,478.0,61.0,3.0,NSW,None,Higher 
43052,Wentworth Public School,Wentworth,2648,Primary,Outer Regional,-34.1032,141.919,69,Government,School Single Entity,Department of Education NSW,841.0,67.0,21.0,10.0,3.0,7.0,7.9,4.0,2.8,109.0,47.0,62.0,109.0,43.0,6.0,NSW,Wellington,Higher 
43039,Tooraweenah Public School,Tooraweenah,2817,Primary,Outer Regional,-31.4348,148.912,,Government,School Single Entity,Department of Education NSW,929.0,55.0,28.0,11.0,6.0,1.0,1.3,3.0,0.9,13.0,7.0,6.0,13.0,15.0,0.0,NSW,Wentworth,Higher 
43053,White Cliffs Public School,White Cliffs,2836,Primary,Very Remote,-30.8509,143.09,,Government,School Single Entity,Department of Education NSW,1051.0,14.0,22.0,18.0,46.0,3.0,1.3,3.0,1.0,10.0,6.0,4.0,10.0,0.0,0.0,NSW,None,Average
41166,Lucas Heights Community School,Barden Ridge,2234,Combined,Major Cities,-34.0358,151.005,81,Government,School Single Entity,Department of Education NSW,1027.0,19.0,34.0,30.0,17.0,55.0,60.3,22.0,15.1,742.0,329.0,413.0,742.0,4.0,19.0,NSW,White Cliffs,Average
