ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),State
43693,Maronite College of the Holy Family - Parramatta,Harris Park,2150,Combined,Major Cities,-33.8216,151.015,83,Independent,School Single Entity,Catholic Schools NSW,961,52,33,13,1,93,88.2,28,24.8,1221,645,576,1221,0,81,NSW
43694,St Charbel's College,Punchbowl,2196,Combined,Major Cities,-33.9182,151.056,86,Independent,School Single Entity,Catholic Schools NSW,1036,19,31,32,18,105,98.3,25,20.6,1167,611,556,1167,0,79,NSW
43697,Broughton Anglican College,Menangle Park,2563,Combined,Major Cities,-34.0997,150.768,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,1101,5,17,34,44,85,75,46,33.8,1053,501,552,1053,2,9,NSW
43698,Regents Park Christian School,Regents Park,2143,Combined,Major Cities,-33.8812,151.027,84,Independent,School Single Entity,Christian Schools Australia,1036,22,26,30,22,59,53.8,30,21.8,644,304,340,644,0,82,NSW
43699,Condell Park Christian School,Condell Park,2200,Combined,Major Cities,-33.9224,151.018,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1080,7,20,41,32,20,13.5,15,7.5,93,51,42,93,0,18,NSW
43700,Covenant Christian School,Belrose,2085,Combined,Major Cities,-33.7137,151.216,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,1152,1,7,24,67,92,75.6,55,35.7,909,447,462,909,1,24,NSW
43702,Dubbo Christian School,Dubbo,2830,Combined,Inner Regional,-32.263,148.645,89,Independent,School Single Entity,Association of Independent Schools of New South Wales,1038,15,26,34,25,53,46.2,32,25.6,530,269,261,530,11,9,NSW
43707,Sherwood Hills Christian School,Bradbury,2560,Combined,Major Cities,-34.0836,150.814,84,Independent,School Single Entity,Association of Independent Schools of New South Wales,1032,17,33,33,17,10,9.2,11,7,134,59,75,134,3,40,NSW
43708,Southern Cross Baptist Church Christian School,Engadine,2233,Combined,Major Cities,-34.0603,151.006,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1071,6,25,34,35,6,4.6,5,0.7,31,10,21,31,6,44,NSW
43710,Trinity Grammar School,Summer Hill,2130,Combined,Major Cities,-33.8986,151.131,98,Independent,School Head Campus,Association of Independent Schools of New South Wales,1159,1,7,22,70,231,217.1,147,114.6,2124,0,2124,2123,0,71,NSW
43711,Casino Christian School,North Casino,2470,Combined,Inner Regional,-28.8145,153.075,81,Independent,School Single Entity,Association of Independent Schools of New South Wales,984,31,30,21,18,25,20.8,20,10.5,240,119,121,240,15,4,NSW
43712,Deniliquin Christian School,Deniliquin,2710,Combined,Inner Regional,-35.5199,144.945,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,962,34,32,28,6,8,6.4,5,1.9,54,23,31,54,17,4,NSW
43713,Greenacre Baptist Christian Community School,Greenacre,2190,Combined,Major Cities,-33.8946,151.056,93,Independent,School Single Entity,Christian Schools Australia,1086,8,20,33,39,31,25.8,14,9.6,348,162,186,348,2,76,NSW
43714,Koinonia Christian Academy,Bourke,2840,Combined,Very Remote,-29.9701,145.995,Not Rated,Independent,School Single Entity,Christian Schools Australia,813,92,5,3,0,3,2.2,3,2.8,16,6,10,16,38,0,NSW
43716,Newcastle Waldorf School,Glendale,2285,Combined,Major Cities,-32.9244,151.656,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1063,9,24,37,31,18,17,16,8.1,211,108,103,204.6,7,12,NSW
43724,OneSchool Global NSW,Oatlands,2117,Combined,Major Cities,-33.7863,151.033,,Independent,School Head Campus,Association of Independent Schools of New South Wales,986,34,52,13,0,144,124.9,46,41.5,1106,528,578,1106,0,0,NSW
43725,Yeshiva College,Bondi,2026,Combined,Major Cities,-33.8916,151.259,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1117,2,11,37,50,6,6,8,5.9,50,22,28,50,0,38,NSW
43726,Bellfield College,Rossmore,2557,Combined,Major Cities,-33.9417,150.765,75,Independent,School Single Entity,Association of Independent Schools of New South Wales,1012,30,30,26,13,45,43.2,28,21.6,626,318,308,626,0,90,NSW
43731,Ebenezer Christian College,Prospect,2148,Combined,Major Cities,-33.8043,150.929,72,Independent,School Single Entity,Association of Independent Schools of New South Wales,994,39,30,21,10,8,7.4,3,3,113,51,62,113,0,94,NSW
43741,Al Sadiq College,Greenacre,2190,Combined,Major Cities,-33.9099,151.056,74,Independent,School Head Campus,Association of Independent Schools of New South Wales,953,57,27,12,4,52,45.4,34,23.8,622,334,288,622,0,95,NSW
43744,Nambucca Valley Christian Community School,Nambucca Heads,2448,Combined,Outer Regional,-30.6396,152.984,83,Independent,School Single Entity,Christian Schools Australia,1011,22,33,28,17,26,21.5,20,11.2,259,146,113,259,9,1,NSW
43752,The Lakes Christian College,Castlereagh,2749,Combined,Major Cities,-33.6863,150.685,83,Independent,School Single Entity,Christian Community Ministries Ltd,1014,21,34,27,18,30,23.2,11,9.2,294,139,155,294,11,15,NSW
43753,Kindlehill School,Wentworth Falls,2782,Combined,Major Cities,-33.7042,150.375,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,1074,5,19,31,45,14,9.3,9,4.5,126,72,54,126,17,100,NSW
43755,The Armidale Waldorf School,Armidale,2350,Combined,Inner Regional,-30.4892,151.696,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1051,11,23,30,36,11,7.5,13,8,118,57,61,118,14,16,NSW
43756,Australian Performing Arts Grammar School,Glebe,2037,Secondary,Major Cities,-33.8843,151.194,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,1104,3,13,35,49,13,8.9,5,3.2,124,81,43,124,4,13,NSW
43757,St Andrew's Christian School,Grafton,2460,Combined,Inner Regional,-29.699,152.975,81,Independent,School Single Entity,Association of Independent Schools of New South Wales,959,44,28,23,5,18,15.3,13,8.8,171,74,97,171,6,0,NSW
43758,Kuyper Christian School,Kurrajong,2758,Combined,Major Cities,-33.5667,150.684,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,1011,24,45,23,8,22,16.4,12,6.6,191,102,89,191,1,99,NSW
43759,Taree Christian College,Taree,2430,Combined,Inner Regional,-31.888,152.423,78,Independent,School Single Entity,Association of Independent Schools of New South Wales,974,34,31,24,10,47,43.3,31,19.1,633,342,291,633,15,4,NSW
43760,"Shearwater, the Mullumbimby Steiner School",Mullumbimby,2482,Combined,Inner Regional,-28.5577,153.46,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,1064,7,20,39,34,52,45,72,42.8,652,349,303,651.6,4,23,NSW
43761,Border Christian College,Thurgoona,2640,Combined,Inner Regional,-36.0398,146.981,79,Independent,School Single Entity,Association of Independent Schools of New South Wales,1012,25,31,32,13,17,14.9,4,2.1,180,87,93,180,5,6,NSW
43762,Abbotsleigh,Wahroonga,2076,Combined,Major Cities,-33.7199,151.111,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,1216,0,2,10,88,155,139.8,118,106.9,1459,1459,0,1459,1,46,NSW
43763,Lorien Novalis School for Rudolf Steiner Education,Dural,2158,Combined,Major Cities,-33.7026,151.015,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1091,5,17,36,42,25,22.3,15,10.3,267,144,123,267,1,22,NSW
43765,Snowy Mountains Christian School,Cooma North,2630,Combined,Inner Regional,-36.2205,149.13,73,Independent,School Single Entity,Christian Schools Australia,1004,34,24,25,17,9,8.3,6,2.3,85,38,47,85,4,18,NSW
43767,Hinterland Christian College,Mullumbimby,2482,Combined,Inner Regional,-28.5424,153.485,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1033,20,31,29,20,5,4,2,0.7,49,29,20,49,2,8,NSW
43770,Calderwood Christian School,Albion Park,2527,Combined,Inner Regional,-34.5568,150.756,93,Independent,School Single Entity,Christian Education National,1045,15,30,35,19,31,25.8,22,10.3,257,126,131,257,2,9,NSW
43771,Summerland Christian College,Goonellabah,2480,Combined,Inner Regional,-28.806,153.351,86,Independent,School Single Entity,Christian Schools Australia,1043,13,27,32,27,38,31.9,25,15.9,476,241,235,476,8,4,NSW
43772,Central Coast Steiner School,Fountaindale,2258,Combined,Major Cities,-33.3351,151.404,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,1079,7,20,36,37,22,18.8,21,11.7,278,165,113,278,2,19,NSW
43774,Wagga Wagga Christian College,Wagga Wagga,2650,Combined,Inner Regional,-35.1344,147.389,83,Independent,School Single Entity,Association of Independent Schools of New South Wales,1028,22,26,29,23,46,40.4,29,17,566,284,282,565.5,6,17,NSW
43777,Moama Anglican Grammar School,Moama,2731,Combined,Inner Regional,-36.1012,144.749,89,Independent,School Single Entity,Association of Independent Schools of New South Wales,1066,8,28,38,27,68,64.5,31,22.3,686,375,311,686,1,3,NSW
43778,Blue Hills College,Goonellabah,2480,Combined,Inner Regional,-28.8247,153.355,76,Independent,School Single Entity,Association of Independent Schools of New South Wales,994,32,33,22,14,22,17.1,6,4.3,204,82,122,204,8,8,NSW
43779,Cape Byron Rudolf Steiner School,Byron Bay,2481,Combined,Inner Regional,-28.6552,153.567,83,Independent,School Single Entity,Association of Independent Schools of New South Wales,1063,12,25,32,31,38,29.2,21,13.3,370,204,166,370,2,58,NSW
43780,Aetaomah School,Terragon,2484,Combined,Inner Regional,-28.4591,153.27,,Independent,School Single Entity,Association of Independent Schools of New South Wales,1021,26,27,29,18,9,6.1,2,0.8,61,30,31,61,2,3,NSW
43781,Linuwel School Ltd,East Maitland,2323,Combined,Major Cities,-32.7367,151.601,81,Independent,School Single Entity,Association of Independent Schools of New South Wales,1068,9,25,32,33,25,17.6,19,9.6,244,130,114,244,6,9,NSW
43782,Unity Grammar College,Austral,2179,Combined,Major Cities,-33.945,150.803,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,1033,22,29,30,19,74,69.3,24,19.9,962,500,462,962,0,92,NSW
43783,Tyndale Christian School,Blacktown,2148,Combined,Major Cities,-33.7832,150.886,87,Independent,School Single Entity,Association of Independent Schools of New South Wales,1064,15,24,31,30,76,67.2,54,38.1,867,442,425,866.5,1,36,NSW
43785,Sydney Grammar School,Darlinghurst,2010,Secondary,Major Cities,-33.875,151.213,100,Independent,School Head Campus,Association of Independent Schools of New South Wales,1278,0,0,2,97,263,200.5,97,84.4,1860,0,1860,1860,0,33,NSW
43787,Orange Anglican Grammar School,Orange,2800,Combined,Inner Regional,-33.2586,149.073,87,Independent,School Single Entity,Association of Independent Schools of New South Wales,1078,8,20,32,41,33,30.4,10,9.6,409,198,211,409,2,5,NSW
43788,Illawarra Christian School,Cordeaux Heights,2526,Combined,Major Cities,-34.4434,150.83,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,1091,9,14,32,45,58,48.1,26,14,582,305,277,582,2,21,NSW
43790,Moree Christian School,Moree,2400,Combined,Outer Regional,-29.4827,149.837,77,Independent,School Single Entity,Association of Independent Schools of New South Wales,995,26,30,26,19,14,8.8,7,5.6,99,56,43,99,15,11,NSW
43792,Shire Christian School,Barden Ridge,2234,Combined,Major Cities,-34.0363,151.009,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,1108,4,17,32,47,72,62.2,40,28.1,841,405,436,841,0,6,NSW
43793,St Philip's Christian College - Cessnock,Nulkaba,2325,Combined,Major Cities,-32.7942,151.35105,78,Independent,School Single Entity,Association of Independent Schools of New South Wales,1016,21,33,30,17,92,85.9,44,34.7,1033,519,514,1032.4,9,5,NSW
43795,Queenwood,Mosman,2088,Combined,Major Cities,-33.8238,151.248,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,,,,,,118,105,91,49.1,896,896,0,896,0,1,NSW
43797,The Riverina Anglican College,Wagga Wagga,2650,Secondary,Inner Regional,-35.0688,147.375,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,1095,4,18,35,43,65,61.1,26,23.3,709,335,374,709,2,11,NSW
43801,Tweed Valley Adventist College,Murwillumbah,2484,Combined,Major Cities,-28.3301,153.373,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,1047,20,26,30,24,23,20.8,16,9.1,224,103,121,223.5,0,0,NSW
43802,The McDonald College,North Strathfield,2137,Combined,Major Cities,-33.8634,151.088,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,1095,6,17,33,44,37,28.9,17,12.8,303,179,124,303,1,20,NSW
43803,Scone Grammar School,Scone,2337,Combined,Inner Regional,-32.0511,150.864,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,1027,14,30,33,24,47,41.1,18,12,518,284,234,518,3,7,NSW
43805,Kempsey Adventist School,Kempsey,2440,Combined,Inner Regional,-31.1036,152.842,73,Independent,School Single Entity,Association of Independent Schools of New South Wales,948,38,33,22,8,44,40.2,26,17.4,524,265,259,524,20,1,NSW
43806,Emmanuel Anglican College,Ballina,2478,Combined,Inner Regional,-28.862,153.53,95,Independent,School Single Entity,Association of Independent Schools of New South Wales,1110,5,13,29,52,53,47.3,28,23,678,335,343,677.5,3,5,NSW
43807,St Narsai Assyrian Christian College,Horsley Park,2175,Secondary,Major Cities,-33.8436,150.83,73,Independent,School Single Entity,Association of Independent Schools of New South Wales,936,61,24,12,3,49,46.3,21,15.3,655,357,298,655,0,99,NSW
43808,Bhaktivedanta Swami Gurukula School,Eungella,2484,Combined,Inner Regional,-28.358,153.323,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,1051,9,29,34,28,15,11.6,10,5.3,116,60,56,116,9,20,NSW
43809,Wollemi College,Werrington,2747,Combined,Major Cities,-33.7645,150.756,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,1089,10,18,31,41,21,17,9,4.3,183,0,183,183,1,42,NSW
43810,Rainbow Ridge School for Steiner Education,Lillian Rock,2480,Combined,Inner Regional,-28.5377,153.167,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1051,11,27,36,25,12,8.4,15,7,97,53,44,97,3,10,NSW
43811,St Paul's College,Walla Walla,2659,Secondary,Inner Regional,-35.7554,146.908,77,Independent,School Head Campus,Lutheran Education South Eastern Region,1026,18,35,32,15,29,25.2,20,13.3,262,141,121,262,5,3,NSW
43812,Glenaeon Rudolf Steiner School,Middle Cove,2068,Combined,Major Cities,-33.7915,151.209,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,1140,1,5,27,66,56,48.8,31,19.6,411,196,215,411,0,29,NSW
43814,Penrith Christian School,Orchard Hills,2748,Combined,Major Cities,-33.7849,150.709,87,Independent,School Single Entity,Christian Schools Australia,1039,18,30,32,20,66,60.6,33,25.1,745,370,375,745,3,11,NSW
43820,Macquarie Anglican Grammar School,Dubbo,2830,Combined,Inner Regional,-32.2499,148.576,90,Independent,School Head Campus,Association of Independent Schools of New South Wales,1078,8,18,32,42,46,42.3,17,12.2,525,251,274,525,6,5,NSW
43821,The Scots College,Bellevue Hill,2023,Combined,Major Cities,-33.8751,151.254,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,1110,4,16,35,46,237,223,144,123.2,1967,0,1967,1967,1,18,NSW
43824,Norwest Christian College,Riverstone,2765,Combined,Major Cities,-33.6777,150.874,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,1085,9,20,34,37,58,51.2,39,30.8,682,328,354,682,0,25,NSW
43827,Green Valley Islamic College,Green Valley,2168,Combined,Major Cities,-33.8982,150.867,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,1029,24,30,29,17,67,66.4,11,9.8,913,474,439,913,0,99,NSW
43830,Manning Valley Anglican College,Cundletown,2430,Combined,Inner Regional,-31.9039,152.523,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,981,35,36,22,7,35,32,14,10.3,384,191,193,383.5,7,6,NSW
43831,Charlton Christian College,Fassifern,2283,Combined,Major Cities,-32.9899,151.583,85,Independent,School Single Entity,Christian Schools Australia,1061,11,28,34,27,50,43.9,46,23.2,619,320,299,619,3,4,NSW
43832,Chrysalis School for Rudolf Steiner Education,Thora,2454,Combined,Outer Regional,-30.4354,152.723,Not Rated,Independent,School Head Campus,Association of Independent Schools of New South Wales,1070,8,20,35,37,17,13.2,33,17.1,183,86,97,183,4,12,NSW
43835,Nowra Anglican College,Bomaderry,2541,Combined,Inner Regional,-34.8573,150.6,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,1077,9,20,35,36,78,69,26,19.5,913,484,429,912.5,4,8,NSW
43836,The Hills Grammar School,Kenthurst,2156,Combined,Major Cities,-33.6858,151.013,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,1133,2,10,27,61,94,85.4,78,62.5,899,383,516,899,0,39,NSW
43838,Barker College,Hornsby,2077,Secondary,Major Cities,-33.7092,151.099,98,Independent,School Head Campus,Association of Independent Schools of New South Wales,1177,1,4,17,79,236,222.1,220,194.1,2210,423,1787,2210,1,25,NSW
43839,Kesser Torah College,Dover Heights,2030,Combined,Major Cities,-33.8723,151.283,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,1081,8,23,32,36,36,28.8,20,12.9,335,178,157,335,0,24,NSW
43840,Tara Anglican School for Girls,North Parramatta,2151,Combined,Major Cities,-33.7889,151.017,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,1144,1,6,20,73,85,77.9,76,60.1,714,714,0,714,0,52,NSW
43841,St Andrew's Cathedral School,Sydney,2000,Combined,Major Cities,-33.8738,151.206,95,Independent,School Head Campus,Association of Independent Schools of New South Wales,1167,1,4,18,77,167,147.8,86,66,1313,498,815,1311.1,2,27,NSW
43842,The Armidale School,Armidale,2350,Combined,Inner Regional,-30.52,151.673,92,Independent,School Head Campus,Association of Independent Schools of New South Wales,1090,6,15,32,47,62,57.3,73,62.2,618,170,448,618,4,8,NSW
43843,Thomas Hassall Anglican College,Middleton Grange,2171,Combined,Major Cities,-33.9187,150.84,89,Independent,School Single Entity,Association of Independent Schools of New South Wales,1073,10,24,35,31,124,114.1,51,44,1621,774,847,1621,0,36,NSW
43844,Kinross Wolaroi School,Orange,2800,Combined,Inner Regional,-33.291,149.113,93,Independent,School Head Campus,Association of Independent Schools of New South Wales,1108,5,15,30,50,119,114.3,111,95.4,1081,546,535,1081,2,3,NSW
43845,Avondale School,Cooranbong,2265,Combined,Major Cities,-33.0632,151.465,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,1050,14,27,36,23,68,64.8,31,22.3,863,444,419,863,2,3,NSW
43846,Pymble Ladies' College,Pymble,2073,Combined,Major Cities,-33.7473,151.134,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,1182,1,3,15,81,224,206.4,150,125.4,2273,2273,0,2272.6,1,44,NSW
43847,Macquarie College,Wallsend,2287,Combined,Major Cities,-32.92235,151.652,95,Independent,School Single Entity,Association of Independent Schools of New South Wales,1114,5,15,27,52,70,64.7,25,19.6,798,395,403,797.4,2,13,NSW
43848,Christadelphian Heritage College Sydney,Kemps Creek,2178,Combined,Major Cities,-33.88356,150.791,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,1018,23,37,30,10,24,19.1,12,7.9,245,123,122,245,1,25,NSW
43849,Scots All Saints College,Bathurst,2795,Combined,Inner Regional,-33.4312,149.616,,Independent,School Head Campus,Association of Independent Schools of New South Wales,1063,10,20,30,39,71,65.9,63,53,675,327,348,675,2,6,NSW
43851,Snowy Mountains Grammar School,Jindabyne,2627,Combined,Outer Regional,-36.4151,148.609,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,1102,5,17,34,44,33,27.7,16,12.8,283,133,150,283,0,3,NSW
43854,Redeemer Baptist School,North Parramatta,2151,Combined,Major Cities,-33.7936,151.017,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,1127,5,9,26,60,57,44.4,31,17.2,468,202,266,468,1,85,NSW
43855,Newcastle Grammar School,The Hill,2300,Combined,Major Cities,-32.9299,151.78,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,1148,2,7,21,70,95,88,47,40,859,430,429,859,1,11,NSW
43858,St Spyridon College,Maroubra,2035,Secondary,Major Cities,-33.955,151.244,94,Independent,School Head Campus,Association of Independent Schools of New South Wales,1096,4,21,35,40,77,71.2,17,13.5,783,372,411,783,0,82,NSW
43859,Masada College,St Ives,2075,Combined,Major Cities,-33.7298,151.167,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,1142,1,7,26,67,62,54.7,36,23.9,479,186,293,478,0,34,NSW
43860,Toongabbie Christian College,Toongabbie,2146,Combined,Major Cities,-33.7894,150.943,91,Independent,School Single Entity,Christian Schools Australia,1094,8,19,32,41,85,76.8,40,30.1,973,501,472,973,1,42,NSW
43861,Northholm Grammar School,Arcadia,2159,Combined,Inner Regional,-33.6045,151.054,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,1113,3,12,36,48,50,44.6,33,22.5,401,172,229,399.5,0,5,NSW
43863,Roseville College,Roseville,2069,Combined,Major Cities,-33.7852,151.18,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,1195,0,3,12,85,110,98.5,45,37.1,973,973,0,973,0,18,NSW
43864,Mount Annan Christian College,Mount Annan,2567,Combined,Major Cities,-34.048,150.777,83,Independent,School Single Entity,Association of Independent Schools of New South Wales,1043,13,33,37,18,40,38.9,23,17.2,454,221,233,454,2,19,NSW
43865,Carinya Christian School Gunnedah,Gunnedah,2380,Combined,Outer Regional,-30.9789,150.255,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1000,25,31,26,18,13,10.9,8,4.1,155,74,81,155,14,10,NSW
43866,Carinya Christian School Tamworth,Tamworth,2340,Combined,Inner Regional,-31.1288,150.94,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,1035,15,29,29,26,63,55,26,20.3,722,378,344,722,10,10,NSW
43867,St Bishoy Coptic Orthodox College,Mount Druitt,2770,Combined,Major Cities,-33.7626,150.829,79,Independent,School Head Campus,Association of Independent Schools of New South Wales,1004,31,33,28,8,29,26.5,10,7,340,169,171,340,0,96,NSW
43868,Wenona School,North Sydney,2060,Combined,Major Cities,-33.8341,151.21,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,1168,3,7,17,73,111,105.4,80,72.5,1138,1138,0,1138,0,4,NSW
43873,Cedars Christian College,Farmborough Heights,2526,Combined,Major Cities,-34.4555,150.829,94,Independent,School Single Entity,Christian Schools Australia,1065,10,23,39,28,57,47.4,35,24.3,627,331,296,626.5,2,21,NSW
43874,Georges River Grammar,Georges Hall,2198,Combined,Major Cities,-33.9134,150.983,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,1081,5,16,36,43,79,71.8,37,23.7,931,431,500,930.6,1,56,NSW
43875,SCECGS Redlands,Cremorne,2090,Combined,Major Cities,-33.8322,151.227,98,Independent,School Head Campus,Association of Independent Schools of New South Wales,1194,0,2,14,84,168,157,121,103.3,1600,806,794,1600,0,13,NSW
43876,Central Coast Adventist School,Erina,2250,Combined,Major Cities,-33.4363,151.39,87,Independent,School Single Entity,Association of Independent Schools of New South Wales,1086,7,18,34,41,78,73.3,37,25.8,957,498,459,957,1,4,NSW
43877,Newington College,Stanmore,2048,Secondary,Major Cities,-33.8977,151.163,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,1138,2,11,28,58,192,179.1,112,102.5,2015,0,2015,2015,0,22,NSW
43878,SHORE - Sydney Church of England Grammar School,North Sydney,2060,Secondary,Major Cities,-33.8399,151.205,98,Independent,School Head Campus,Association of Independent Schools of New South Wales,1177,1,3,17,79,182,169.9,105,94.6,1641,17,1624,1641,1,8,NSW
43879,Sapphire Coast Anglican College,Bega,2550,Combined,Outer Regional,-36.7012,149.839,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,1032,18,31,30,21,34,28.3,16,8,296,165,131,296,2,0,NSW
43880,New England Girls' School,Armidale,2350,Combined,Inner Regional,-30.5193,151.64,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,1037,15,29,31,25,36,31.5,24,16.9,261,240,21,261,8,3,NSW
43883,The King's School,North Parramatta,2151,Combined,Major Cities,-33.7886,151.026,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,1155,1,7,25,68,176,167.3,137,121.8,1772,0,1772,1772,0,41,NSW
43887,St Columba Anglican School,Port Macquarie,2444,Combined,Inner Regional,-31.4632,152.878,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,1102,4,16,32,48,99,93.2,36,32,1157,583,574,1157,4,11,NSW
43889,St Philip's Christian College - Port Stephens,Salamander Bay,2317,Combined,Inner Regional,-32.7383,152.11,86,Independent,School Single Entity,Association of Independent Schools of New South Wales,1068,11,23,32,33,65,60.2,30,21.5,717,343,374,717,3,3,NSW
43890,Oxley College,Burradoo,2576,Combined,Inner Regional,-34.4981,150.392,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,1143,1,8,25,65,69,62,34,27.4,704,364,340,704,1,8,NSW
43891,William Clarke College,Kellyville,2155,Combined,Major Cities,-33.7121,150.976,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,1119,3,14,32,51,137,121.9,78,70.5,1566,781,785,1566,0,31,NSW
43892,Wollondilly Anglican College,Tahmoor,2573,Combined,Inner Regional,-34.2279,150.591,89,Independent,School Single Entity,Association of Independent Schools of New South Wales,1060,12,25,34,30,70,67.7,25,21.6,987,553,434,987,2,4,NSW
43894,Nepean Christian School,Mulgoa,2745,Combined,Major Cities,-33.8296,150.655,87,Independent,School Single Entity,Association of Independent Schools of New South Wales,,,,,,37,33.6,21,15.5,461,217,244,461,2,0,NSW
43897,Mountain View Adventist College,Doonside,2767,Combined,Major Cities,-33.7685,150.872,77,Independent,School Single Entity,Association of Independent Schools of New South Wales,1015,27,29,28,16,46,44.1,33,22.1,672,339,333,672,3,60,NSW
43898,Medowie Christian School,Medowie,2318,Combined,Inner Regional,-32.7376,151.85,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,1012,26,32,27,15,43,38.8,28,18.5,451,209,242,451,5,6,NSW
43900,Korowal School,Hazelbrook,2779,Combined,Major Cities,-33.71135,150.448,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,1075,8,21,35,36,27,22.1,16,9.8,225,102,123,225,4,8,NSW
43901,Shellharbour Anglican College,Dunmore,2529,Combined,Inner Regional,-34.594,150.848,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,1100,6,17,32,44,54,49.6,14,12.6,667,329,338,667,0,10,NSW
43903,Richmond Christian College,Ballina,2478,Combined,Inner Regional,-28.8478,153.545,Not Rated,Independent,School Single Entity,Association of Independent Schools of New South Wales,1040,17,26,34,23,22,18.8,8,5.9,218,123,95,218,5,11,NSW
43904,Trinity Anglican College - Albury,Thurgoona,2640,Combined,Inner Regional,-36.0312,146.985,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,1136,1,2,25,71,76,67.8,39,35.8,1122,596,526,1122,2,2,NSW
43913,Meriden School,Strathfield,2135,Combined,Major Cities,-33.8743,151.09,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,1171,1,5,18,76,140,130.7,91,73.7,1276,1276,0,1276,1,73,NSW
43914,Danebank - An Anglican School for Girls,Hurstville,2220,Combined,Major Cities,-33.9612,151.102,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,1138,2,8,27,63,99,83.9,61,41.4,931,931,0,931,0,47,NSW
43915,Frensham School,Mittagong,2575,Secondary,Inner Regional,-34.4545,150.452,95,Independent,School Single Entity,Australian Council for Private Education and Training,1149,1,7,26,66,43,38.4,23,19.2,351,351,0,351,1,3,NSW
